,Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
225,29/01/2021,Andaman and Nicobar Islands,2024.0,50.0,10.0,2024.0,0.0,588.0,1436.0,0.0,0.0,2024.0,498942.1818181818,18499.272727272728,197470638.49101797,146794538.86826348,104482226.1257485,37888326.48214286,37365855.0,27646236.178571425,134941971.0,115668447.0,46462.0,2024.0
226,30/01/2021,Andaman and Nicobar Islands,2060.0,51.0,10.0,2060.0,0.0,591.0,1469.0,0.0,0.0,2060.0,494487.34090909094,18097.136363636364,196127652.21556887,145796393.16167665,103771702.98203593,37064768.58035714,36553688.0,27045255.196428567,134941971.0,115668447.0,46462.0,2060.0
227,31/01/2021,Andaman and Nicobar Islands,2060.0,51.0,10.0,2060.0,0.0,591.0,1469.0,0.0,0.0,2060.0,490032.5,17695.0,194784665.94011974,144798247.4550898,103061179.83832335,36241210.678571425,35741521.0,26444274.214285716,134941971.0,115668447.0,46462.0,2060.0
228,01/02/2021,Andaman and Nicobar Islands,2060.0,51.0,10.0,2060.0,0.0,591.0,1469.0,0.0,0.0,2060.0,485577.65909090906,17292.863636363636,193441679.66467065,143800101.748503,102350656.69461077,35417652.77678571,34929354.0,25843293.23214286,134941971.0,115668447.0,46462.0,2060.0
229,02/02/2021,Andaman and Nicobar Islands,2060.0,51.0,10.0,2060.0,0.0,591.0,1469.0,0.0,0.0,2060.0,481122.8181818182,16890.727272727272,192098693.38922155,142801956.04191616,101640133.5508982,34594094.875,34117187.0,25242312.25,134941971.0,115668447.0,46462.0,2060.0
230,03/02/2021,Andaman and Nicobar Islands,2107.0,56.0,12.0,2107.0,0.0,601.0,1506.0,0.0,0.0,2107.0,476667.9772727273,16488.59090909091,190755707.11377245,141803810.33532935,100929610.40718563,33770536.97321428,33305020.0,24641331.26785714,134941971.0,115668447.0,46462.0,2107.0
231,04/02/2021,Andaman and Nicobar Islands,2290.0,57.0,13.0,2290.0,0.0,659.0,1631.0,0.0,0.0,2290.0,472213.13636363635,16086.454545454546,189412720.83832335,140805664.62874252,100219087.26347305,32946979.071428567,32492853.0,24040350.285714284,134941971.0,115668447.0,46462.0,2290.0
232,05/02/2021,Andaman and Nicobar Islands,2514.0,63.0,13.0,2514.0,0.0,705.0,1809.0,0.0,0.0,2514.0,467758.29545454547,15684.318181818182,188069734.56287426,139807518.92215568,99508564.11976048,32123421.16964286,31680686.0,23439369.303571425,134941971.0,115668447.0,46462.0,2514.0
233,06/02/2021,Andaman and Nicobar Islands,2780.0,65.0,13.0,2780.0,0.0,745.0,2035.0,0.0,0.0,2780.0,463303.45454545453,15282.181818181818,186726748.28742516,138809373.21556887,98798040.9760479,31299863.26785714,30868519.0,22838388.321428567,134941971.0,115668447.0,46462.0,2780.0
234,07/02/2021,Andaman and Nicobar Islands,2780.0,65.0,13.0,2780.0,0.0,745.0,2035.0,0.0,0.0,2780.0,458848.61363636365,14880.045454545454,185383762.01197606,137811227.50898203,98087517.83233532,30476305.366071425,30056352.0,22237407.339285716,134941971.0,115668447.0,46462.0,2780.0
235,08/02/2021,Andaman and Nicobar Islands,2780.0,65.0,13.0,2780.0,0.0,745.0,2035.0,0.0,0.0,2780.0,454393.7727272727,14477.909090909092,184040775.73652694,136813081.80239522,97376994.68862276,29652747.46428571,29244185.0,21636426.35714286,134941971.0,115668447.0,46462.0,2780.0
236,09/02/2021,Andaman and Nicobar Islands,2780.0,65.0,13.0,2780.0,0.0,745.0,2035.0,0.0,0.0,2780.0,449938.9318181818,14075.772727272728,182697789.46107784,135814936.0958084,96666471.54491018,28829189.5625,28432018.0,21035445.375,134941971.0,115668447.0,46462.0,2780.0
237,10/02/2021,Andaman and Nicobar Islands,2780.0,65.0,13.0,2780.0,0.0,745.0,2035.0,0.0,0.0,2780.0,445484.09090909094,13673.636363636364,181354803.18562874,134816790.38922155,95955948.40119761,28005631.660714284,27619851.0,20434464.39285714,134941971.0,115668447.0,46462.0,2780.0
238,11/02/2021,Andaman and Nicobar Islands,2780.0,65.0,13.0,2780.0,0.0,745.0,2035.0,0.0,0.0,2780.0,441029.25,13271.5,180011816.91017964,133818644.68263473,95245425.25748503,27182073.758928567,26807684.0,19833483.410714284,134941971.0,115668447.0,46462.0,2780.0
239,12/02/2021,Andaman and Nicobar Islands,2852.0,74.0,14.0,2852.0,0.0,773.0,2079.0,0.0,0.0,2852.0,436574.40909090906,12869.363636363636,178668830.63473055,132820498.9760479,94534902.11377245,26358515.85714285,25995517.0,19232502.428571425,134941971.0,115668447.0,46462.0,2852.0
240,13/02/2021,Andaman and Nicobar Islands,3040.0,74.0,14.0,3040.0,0.0,938.0,2102.0,0.0,0.0,3040.0,432119.5681818182,12467.227272727274,177325844.35928142,131822353.26946108,93824378.97005987,25534957.95535714,25183350.0,18631521.446428567,134941971.0,115668447.0,46462.0,3040.0
241,14/02/2021,Andaman and Nicobar Islands,3040.0,78.0,14.0,3040.0,0.0,938.0,2102.0,0.0,0.0,3040.0,427664.7272727273,12065.09090909091,175982858.08383232,130824207.56287426,93113855.8263473,24711400.053571433,24371183.0,18030540.464285716,134941971.0,115668447.0,46462.0,3040.0
242,15/02/2021,Andaman and Nicobar Islands,3467.0,78.0,14.0,3363.0,104.0,1176.0,2187.0,0.0,0.0,3363.0,423209.88636363635,11662.954545454546,174639871.80838323,129826061.85628742,92403332.68263473,23887842.151785716,23559016.0,17429559.48214286,134941971.0,115668447.0,46462.0,3363.0
243,16/02/2021,Andaman and Nicobar Islands,3467.0,81.0,14.0,3363.0,104.0,1176.0,2187.0,0.0,0.0,3363.0,418755.04545454547,11260.818181818182,173296885.53293413,128827916.1497006,91692809.53892216,23064284.25,22746849.0,16828578.5,134941971.0,115668447.0,46462.0,3363.0
244,17/02/2021,Andaman and Nicobar Islands,3664.0,86.0,14.0,3560.0,104.0,1343.0,2217.0,0.0,0.0,3560.0,414300.2045454546,10858.681818181818,171953899.25748503,127829770.44311377,90982286.39520958,22240726.348214284,21934682.0,16227597.517857142,134941971.0,115668447.0,46462.0,3560.0
245,18/02/2021,Andaman and Nicobar Islands,3846.0,95.0,14.0,3505.0,341.0,1455.0,2050.0,0.0,0.0,3505.0,409845.36363636365,10456.545454545456,170610912.98203593,126831624.73652694,90271763.251497,21417168.446428567,21122515.0,15626616.535714284,134941971.0,115668447.0,46462.0,3505.0
246,19/02/2021,Andaman and Nicobar Islands,4898.0,101.0,14.0,4246.0,652.0,1805.0,2441.0,0.0,0.0,4246.0,405390.5227272727,10054.409090909092,169267926.70658684,125833479.02994013,89561240.10778444,20593610.54464285,20310348.0,15025635.553571425,134941971.0,115668447.0,46462.0,4246.0
247,20/02/2021,Andaman and Nicobar Islands,5653.0,102.0,14.0,4707.0,946.0,2221.0,2486.0,0.0,0.0,4707.0,400935.6818181818,9652.272727272728,167924940.43113774,124835333.32335329,88850716.96407185,19770052.642857134,19498181.0,14424654.571428567,134941971.0,115668447.0,46462.0,4707.0
248,21/02/2021,Andaman and Nicobar Islands,5653.0,102.0,14.0,4707.0,946.0,2221.0,2486.0,0.0,0.0,4707.0,396480.84090909094,9250.136363636364,166581954.1556886,123837187.61676647,88140193.82035929,18946494.741071433,18686014.0,13823673.589285716,134941971.0,115668447.0,46462.0,4707.0
249,22/02/2021,Andaman and Nicobar Islands,6856.0,118.0,14.0,5358.0,1498.0,2773.0,2585.0,0.0,0.0,5358.0,392026.0,8848.0,165238967.88023952,122839041.91017964,87429670.67664671,18122936.839285716,17873847.0,13222692.607142858,134941971.0,115668447.0,46462.0,5358.0
250,23/02/2021,Andaman and Nicobar Islands,7058.0,122.0,14.0,5436.0,1622.0,2831.0,2605.0,0.0,0.0,5436.0,387571.15909090906,8445.863636363636,163895981.60479042,121840896.2035928,86719147.53293413,17299378.9375,17061680.0,12621711.625,134941971.0,115668447.0,46462.0,5436.0
251,24/02/2021,Andaman and Nicobar Islands,7240.0,128.0,14.0,5518.0,1722.0,2896.0,2622.0,0.0,0.0,5518.0,383116.3181818182,8043.727272727272,162552995.32934132,120842750.49700598,86008624.38922155,16475821.035714284,16249513.0,12020730.642857142,134941971.0,115668447.0,46462.0,5518.0
252,25/02/2021,Andaman and Nicobar Islands,7763.0,134.0,15.0,5867.0,1896.0,3103.0,2764.0,0.0,0.0,5867.0,378661.4772727273,7641.590909090908,161210009.05389223,119844604.79041916,85298101.24550898,15652263.133928567,15437346.0,11419749.660714284,134941971.0,115668447.0,46462.0,5867.0
253,26/02/2021,Andaman and Nicobar Islands,7989.0,135.0,15.0,6029.0,1960.0,3205.0,2824.0,0.0,0.0,6029.0,374206.63636363635,7239.454545454544,159867022.7784431,118846459.08383234,84587578.1017964,14828705.23214285,14625179.0,10818768.678571425,134941971.0,115668447.0,46462.0,6029.0
254,27/02/2021,Andaman and Nicobar Islands,7989.0,135.0,15.0,6029.0,1960.0,3205.0,2824.0,0.0,0.0,6029.0,369751.79545454547,6837.318181818184,158524036.502994,117848313.37724552,83877054.95808384,14005147.330357134,13813012.0,10217787.696428567,134941971.0,115668447.0,46462.0,6029.0
255,28/02/2021,Andaman and Nicobar Islands,7989.0,135.0,15.0,6029.0,1960.0,3205.0,2824.0,0.0,0.0,6029.0,365296.9545454546,6435.18181818182,157181050.2275449,116850167.67065868,83166531.81437126,13181589.428571433,13000845.0,9616806.714285716,134941971.0,115668447.0,46462.0,6029.0
256,01/03/2021,Andaman and Nicobar Islands,7989.0,149.0,15.0,6029.0,1960.0,3205.0,2824.0,0.0,0.0,6029.0,360842.11363636365,6033.045454545456,155838063.9520958,115852021.96407185,82456008.67065868,12358031.526785716,12188678.0,9015825.732142858,134941971.0,115668447.0,46462.0,6029.0
257,02/03/2021,Andaman and Nicobar Islands,8724.0,161.0,15.0,6638.0,2086.0,3630.0,3008.0,0.0,0.0,6638.0,356387.2727272727,5630.909090909092,154495077.6766467,114853876.25748503,81745485.5269461,11534473.625,11376511.0,8414844.75,134941971.0,115668447.0,46462.0,6638.0
258,03/03/2021,Andaman and Nicobar Islands,8837.0,172.0,16.0,6749.0,2088.0,3721.0,3028.0,0.0,0.0,6749.0,351932.4318181818,5228.772727272728,153152091.4011976,113855730.5508982,81034962.38323353,10710915.723214284,10564344.0,7813863.767857142,134941971.0,115668447.0,46462.0,6749.0
259,04/03/2021,Andaman and Nicobar Islands,9361.0,182.0,16.0,7266.0,2095.0,4133.0,3133.0,0.0,0.0,7266.0,347477.59090909094,4826.636363636364,151809105.12574852,112857584.84431139,80324439.23952097,9887357.821428567,9752177.0,7212882.785714284,134941971.0,115668447.0,46462.0,7266.0
260,05/03/2021,Andaman and Nicobar Islands,9897.0,198.0,16.0,7799.0,2098.0,4559.0,3240.0,0.0,0.0,7799.0,343022.75,4424.5,150466118.85029942,111859439.13772455,79613916.09580839,9063799.91964285,8940010.0,6611901.803571425,134941971.0,115668447.0,46462.0,7799.0
261,06/03/2021,Andaman and Nicobar Islands,10498.0,224.0,16.0,8288.0,2210.0,4915.0,3373.0,0.0,0.0,8288.0,338567.90909090906,4022.363636363636,149123132.5748503,110861293.43113773,78903392.9520958,8240242.017857134,8127843.0,6010920.821428567,134941971.0,115668447.0,46462.0,8288.0
262,07/03/2021,Andaman and Nicobar Islands,11101.0,227.0,16.0,8848.0,2253.0,5251.0,3597.0,0.0,0.0,8848.0,334113.0681818182,3620.227272727272,147780146.2994012,109863147.7245509,78192869.80838323,7416684.116071418,7315676.0,5409939.839285709,134941971.0,115668447.0,46462.0,8848.0
263,08/03/2021,Andaman and Nicobar Islands,12004.0,261.0,16.0,9629.0,2375.0,5872.0,3757.0,0.0,0.0,9629.0,329658.2272727273,3218.090909090908,146437160.0239521,108865002.01796407,77482346.66467066,6593126.214285716,6503509.0,4808958.857142858,134941971.0,115668447.0,46462.0,9629.0
264,09/03/2021,Andaman and Nicobar Islands,9932.0,500.0,5.0,7542.0,2390.0,6068.0,3864.0,0.0,0.0,9932.0,325203.38636363635,2815.9545454545478,145094173.748503,107866856.31137724,76771823.52095808,5769568.3125,5691342.0,4207977.875,134941971.0,115668447.0,46462.0,9932.0
265,10/03/2021,Andaman and Nicobar Islands,10161.0,300.0,3.0,7735.0,2426.0,6211.0,3950.0,0.0,0.0,10161.0,320748.54545454547,2413.818181818184,143751187.47305387,106868710.60479042,76061300.37724552,4946010.410714284,4879175.0,3606996.892857142,134941971.0,115668447.0,46462.0,10161.0
266,11/03/2021,Andaman and Nicobar Islands,10704.0,700.0,7.0,8218.0,2486.0,6591.0,4113.0,0.0,0.0,10704.0,316293.70454545453,2011.6818181818198,142408201.19760478,105870564.89820358,75350777.23353294,4122452.508928567,4067008.0,3006015.9107142836,134941971.0,115668447.0,46462.0,10704.0
267,12/03/2021,Andaman and Nicobar Islands,11321.0,700.0,7.0,8735.0,2586.0,6977.0,4344.0,0.0,0.0,11321.0,311838.86363636365,1609.5454545454559,141065214.92215568,104872419.19161677,74640254.08982036,3298894.6071428508,3254841.0,2405034.9285714254,134941971.0,115668447.0,46462.0,11321.0
268,13/03/2021,Andaman and Nicobar Islands,11638.0,200.0,2.0,8899.0,2739.0,7188.0,4450.0,0.0,0.0,11638.0,307384.0227272727,1207.409090909092,139722228.64670658,103874273.48502994,73929730.94610777,2475336.7053571343,2442674.0,1804053.9464285672,134941971.0,115668447.0,46462.0,11638.0
269,14/03/2021,Andaman and Nicobar Islands,11693.0,100.0,1.0,8926.0,2767.0,7218.0,4475.0,0.0,0.0,11693.0,302929.1818181818,805.2727272727279,138379242.37125748,102876127.77844311,73219207.80239521,1651778.803571418,1630507.0,1203072.964285709,134941971.0,115668447.0,46462.0,11693.0
270,15/03/2021,Andaman and Nicobar Islands,12045.0,500.0,5.0,9202.0,2843.0,7401.0,4644.0,0.0,0.0,12045.0,298474.34090909094,403.13636363636397,137036256.0958084,101877982.07185629,72508684.65868264,828220.9017857164,818340.0,602091.9821428582,134941971.0,115668447.0,46462.0,12045.0
271,16/03/2021,Andaman and Nicobar Islands,14826.0,700.0,7.0,11950.0,2876.0,7391.0,4559.0,0.0,0.0,14826.0,294019.5,1.0,135693269.8203593,100879836.36526945,71798161.51497006,4663.0,6173.0,1111.0,134941971.0,115668447.0,46462.0,11950.0
272,17/03/2021,Andaman and Nicobar Islands,15489.0,0.0,0.0,12509.0,2980.0,7719.0,4790.0,0.0,0.0,15489.0,289564.6590909091,1.0,134350283.5449102,99881690.65868264,71087638.37125748,4682.0,6280.0,1544.0,134941971.0,115668447.0,46462.0,12509.0
273,18/03/2021,Andaman and Nicobar Islands,16131.0,800.0,8.0,12948.0,3183.0,7962.0,4986.0,0.0,0.0,16131.0,285109.8181818182,1.0,133007297.26946108,98883544.9520958,70377115.2275449,4717.0,6352.0,1876.0,134941971.0,115668447.0,46462.0,12948.0
274,19/03/2021,Andaman and Nicobar Islands,16612.0,1000.0,10.0,13293.0,3319.0,8148.0,5145.0,0.0,0.0,16612.0,280654.9772727273,1.0,131664310.99401197,97885399.24550898,69666592.08383234,4748.0,6478.0,2064.0,134941971.0,115668447.0,46462.0,13293.0
275,20/03/2021,Andaman and Nicobar Islands,17451.0,1100.0,11.0,13852.0,3599.0,8440.0,5412.0,0.0,0.0,17451.0,276200.13636363635,1.0,130321324.71856287,96887253.53892216,68956068.94011976,4806.0,6660.0,2383.0,134941971.0,115668447.0,46462.0,13852.0
276,21/03/2021,Andaman and Nicobar Islands,17478.0,500.0,5.0,13868.0,3610.0,8449.0,5419.0,0.0,0.0,17478.0,271745.29545454547,1.0,128978338.44311377,95889107.83233532,68245545.7964072,4809.0,6669.0,2387.0,134941971.0,115668447.0,46462.0,13868.0
277,22/03/2021,Andaman and Nicobar Islands,18085.0,2000.0,20.0,14327.0,3758.0,8706.0,5621.0,0.0,0.0,18085.0,267290.45454545453,1.0,127635352.16766468,94890962.1257485,67535022.65269461,4839.0,6756.0,2729.0,134941971.0,115668447.0,46462.0,14327.0
278,23/03/2021,Andaman and Nicobar Islands,19121.0,2300.0,23.0,15017.0,4104.0,9055.0,5962.0,0.0,0.0,19121.0,262835.61363636365,1.0,126292365.89221556,93892816.41916168,66824499.50898203,4915.0,7009.0,3090.0,134941971.0,115668447.0,46462.0,15017.0
279,24/03/2021,Andaman and Nicobar Islands,19693.0,1400.0,14.0,15247.0,4446.0,9159.0,6088.0,0.0,0.0,19693.0,258380.7727272727,1.0,124949379.61676647,92894670.71257485,66113976.36526946,4936.0,7062.0,3246.0,134941971.0,115668447.0,46462.0,15247.0
280,25/03/2021,Andaman and Nicobar Islands,20318.0,2100.0,21.0,15652.0,4666.0,9355.0,6297.0,0.0,0.0,20318.0,253925.93181818182,1.0,123606393.34131737,91896525.00598802,65403453.22155689,4966.0,7169.0,3515.0,134941971.0,115668447.0,46462.0,15652.0
281,26/03/2021,Andaman and Nicobar Islands,20789.0,1700.0,17.0,15933.0,4856.0,9518.0,6415.0,0.0,0.0,20789.0,249471.09090909094,1.0,122263407.06586826,90898379.2994012,64692930.077844314,5005.0,7252.0,3674.0,134941971.0,115668447.0,46462.0,15933.0
282,27/03/2021,Andaman and Nicobar Islands,21356.0,1700.0,17.0,16292.0,5064.0,9709.0,6583.0,0.0,0.0,21356.0,245016.25,1.0,120920420.79041916,89900233.59281437,63982406.934131734,5036.0,7360.0,3894.0,134941971.0,115668447.0,46462.0,16292.0
283,28/03/2021,Andaman and Nicobar Islands,21358.0,1950.0,14.0,16293.0,5065.0,9710.0,6583.0,0.0,0.0,21358.0,240561.40909090912,1.0,119577434.51497006,88902087.88622755,63271883.79041916,5036.0,7361.0,3894.0,134941971.0,115668447.0,46462.0,16293.0
284,29/03/2021,Andaman and Nicobar Islands,21357.0,1600.0,15.0,16292.0,5065.0,9709.0,6583.0,0.0,0.0,21357.0,236106.56818181818,1.0,118234448.23952095,87903942.17964071,62561360.64670659,5036.0,7360.0,3894.0,134941971.0,115668447.0,46462.0,16292.0
285,30/03/2021,Andaman and Nicobar Islands,21840.0,1600.0,16.0,16701.0,5139.0,9939.0,6762.0,0.0,0.0,21840.0,231651.7272727273,1.0,116891461.96407185,86905796.47305389,61850837.502994016,5070.0,7465.0,4164.0,134941971.0,115668447.0,46462.0,16701.0
286,31/03/2021,Andaman and Nicobar Islands,21938.0,1300.0,12.0,16798.0,5140.0,9989.0,6809.0,0.0,0.0,21938.0,227196.88636363635,1.0,115548475.68862276,85907650.76646706,61140314.359281436,5076.0,7495.0,4225.0,134941971.0,115668447.0,46462.0,16798.0
287,01/04/2021,Andaman and Nicobar Islands,22608.0,1700.0,17.0,17435.0,5173.0,10347.0,7088.0,0.0,0.0,22608.0,222742.04545454547,1.0,114205489.41317365,84909505.05988024,60429791.21556886,5123.0,7806.0,4504.0,134941971.0,115668447.0,46462.0,17435.0
288,02/04/2021,Andaman and Nicobar Islands,22738.0,1000.0,10.0,17559.0,5179.0,10407.0,7152.0,0.0,0.0,22738.0,218287.20454545453,1.0,112862503.13772455,83911359.35329342,59719268.07185629,5131.0,7901.0,4525.0,134941971.0,115668447.0,46462.0,17559.0
289,03/04/2021,Andaman and Nicobar Islands,23221.0,1200.0,11.0,17998.0,5223.0,10633.0,7365.0,0.0,0.0,23221.0,213832.36363636365,1.0,111519516.86227545,82913213.64670658,59008744.92814371,5147.0,8153.0,4696.0,134941971.0,115668447.0,46462.0,17998.0
290,04/04/2021,Andaman and Nicobar Islands,23901.0,1200.0,12.0,18677.0,5224.0,10996.0,7681.0,0.0,0.0,23901.0,209377.5227272727,1.0,110176530.58682634,81915067.94011976,58298221.78443114,5165.0,8580.0,4930.0,134941971.0,115668447.0,46462.0,18677.0
291,05/04/2021,Andaman and Nicobar Islands,24774.0,1800.0,18.0,19499.0,5275.0,11437.0,8062.0,0.0,0.0,24774.0,204922.68181818182,1.0,108833544.31137724,80916922.23353294,57587698.640718564,5171.0,9040.0,5286.0,134941971.0,115668447.0,46462.0,19499.0
292,06/04/2021,Andaman and Nicobar Islands,25766.0,2300.0,23.0,20445.0,5321.0,11897.0,8548.0,0.0,0.0,25766.0,200467.84090909094,1.0,107490558.03592815,79918776.52694611,56877175.49700599,5179.0,9556.0,5708.0,134941971.0,115668447.0,46462.0,20445.0
293,07/04/2021,Andaman and Nicobar Islands,27978.0,2400.0,23.0,22631.0,5347.0,12986.0,9645.0,0.0,0.0,27978.0,196013.0,1.0,106147571.76047903,78920630.82035927,56166652.35329341,5191.0,10861.0,6577.0,134941971.0,115668447.0,46462.0,22631.0
294,08/04/2021,Andaman and Nicobar Islands,30766.0,2800.0,28.0,25363.0,5403.0,14405.0,10957.0,1.0,0.0,30766.0,191558.15909090912,1.0,104804585.48502994,77922485.11377245,55456129.20958084,5196.0,12522.0,7643.0,134941971.0,115668447.0,46462.0,25363.0
295,09/04/2021,Andaman and Nicobar Islands,33217.0,2800.0,28.0,27698.0,5519.0,15582.0,12115.0,1.0,0.0,33217.0,187103.31818181818,1.0,103461599.20958084,76924339.40718563,54745606.065868266,5209.0,13951.0,8536.0,134941971.0,115668447.0,46462.0,27698.0
296,10/04/2021,Andaman and Nicobar Islands,35433.0,3000.0,29.0,29863.0,5570.0,16690.0,13172.0,1.0,0.0,35433.0,182648.4772727273,1.0,102118612.93413174,75926193.7005988,54035082.922155686,5221.0,15264.0,9376.0,134941971.0,115668447.0,46462.0,29863.0
297,11/04/2021,Andaman and Nicobar Islands,37624.0,2800.0,28.0,32012.0,5612.0,17866.0,14145.0,1.0,0.0,37624.0,178193.63636363635,1.0,100775626.65868263,74928047.99401197,53324559.77844311,5234.0,16701.0,10075.0,134941971.0,115668447.0,46462.0,32012.0
298,12/04/2021,Andaman and Nicobar Islands,42285.0,3400.0,33.0,36572.0,5713.0,20175.0,16392.0,5.0,0.0,42285.0,173738.79545454547,1.0,99432640.38323353,73929902.28742515,52614036.63473054,5259.0,19448.0,11863.0,134941971.0,115668447.0,46462.0,36572.0
299,13/04/2021,Andaman and Nicobar Islands,48845.0,3400.0,32.0,43013.0,5832.0,23433.0,19575.0,5.0,0.0,48845.0,169283.95454545453,1.0,98089654.10778444,72931756.58083832,51903513.49101797,5287.0,23593.0,14131.0,134941971.0,115668447.0,46462.0,43013.0
300,14/04/2021,Andaman and Nicobar Islands,55595.0,3300.0,32.0,49654.0,5941.0,26959.0,22690.0,5.0,0.0,55595.0,164829.11363636365,1.0,96746667.83233532,71933610.8742515,51192990.34730539,5307.0,28136.0,16209.0,134941971.0,115668447.0,46462.0,49654.0
301,15/04/2021,Andaman and Nicobar Islands,60857.0,4000.0,35.0,54778.0,6079.0,29685.0,25088.0,5.0,0.0,60857.0,160374.2727272727,1.0,95403681.55688623,70935465.16766468,50482467.20359281,5347.0,31563.0,17866.0,134941971.0,115668447.0,46462.0,54778.0
302,16/04/2021,Andaman and Nicobar Islands,67662.0,4900.0,36.0,61339.0,6323.0,33196.0,28138.0,5.0,0.0,67662.0,155919.43181818182,1.0,94060695.28143713,69937319.46107784,49771944.05988024,5382.0,36179.0,19776.0,134941971.0,115668447.0,46462.0,61339.0
303,17/04/2021,Andaman and Nicobar Islands,74019.0,4300.0,40.0,67451.0,6568.0,36435.0,31010.0,6.0,0.0,74019.0,151464.59090909094,1.0,92717709.00598802,68939173.75449102,49061420.91616766,5456.0,40346.0,21647.0,134941971.0,115668447.0,46462.0,67451.0
304,18/04/2021,Andaman and Nicobar Islands,78153.0,4700.0,47.0,71275.0,6878.0,38500.0,32769.0,6.0,0.0,78153.0,147009.75,1.0,91374722.73053892,67941028.0479042,48350897.772455096,5515.0,43012.0,22746.0,134941971.0,115668447.0,46462.0,71275.0
305,19/04/2021,Andaman and Nicobar Islands,83028.0,4750.0,46.0,75675.0,7353.0,40893.0,34776.0,6.0,0.0,83028.0,142554.90909090912,1.0,90031736.45508981,66942882.34131737,47640374.628742516,5598.0,45987.0,24088.0,134941971.0,115668447.0,46462.0,75675.0
306,20/04/2021,Andaman and Nicobar Islands,86910.0,4800.0,47.0,78973.0,7937.0,42718.0,36248.0,7.0,0.0,86910.0,138100.06818181818,1.0,88688750.17964071,65944736.63473053,46929851.485029936,5687.0,48255.0,25029.0,134941971.0,115668447.0,46462.0,78973.0
307,21/04/2021,Andaman and Nicobar Islands,89072.0,4100.0,40.0,80901.0,8171.0,43818.0,37076.0,7.0,0.0,89072.0,133645.2272727273,1.0,87345763.90419161,64946590.92814371,46219328.34131737,5736.0,49621.0,25542.0,134941971.0,115668447.0,46462.0,80901.0
308,22/04/2021,Andaman and Nicobar Islands,91833.0,4200.0,42.0,83233.0,8600.0,45145.0,38081.0,7.0,0.0,91833.0,129190.38636363635,1.0,86002777.62874252,63948445.22155689,45508805.19760479,5815.0,51167.0,26249.0,134941971.0,115668447.0,46462.0,83233.0
309,23/04/2021,Andaman and Nicobar Islands,94166.0,4200.0,42.0,85201.0,8965.0,46215.0,38978.0,8.0,0.0,94166.0,124735.54545454547,1.0,84659791.35329342,62950299.514970064,44798282.05389221,5878.0,52529.0,26791.0,134941971.0,115668447.0,46462.0,85201.0
310,24/04/2021,Andaman and Nicobar Islands,96093.0,3900.0,37.0,86796.0,9297.0,47109.0,39679.0,8.0,0.0,96093.0,120280.70454545453,1.0,83316805.07784432,61952153.80838323,44087758.910179645,5926.0,53689.0,27178.0,134941971.0,115668447.0,46462.0,86796.0
311,25/04/2021,Andaman and Nicobar Islands,97392.0,3500.0,35.0,87865.0,9527.0,47711.0,40146.0,8.0,0.0,97392.0,115825.86363636365,1.0,81973818.8023952,60954008.1017964,43377235.766467065,5945.0,54478.0,27439.0,134941971.0,115668447.0,46462.0,87865.0
312,26/04/2021,Andaman and Nicobar Islands,99109.0,3500.0,34.0,89290.0,9819.0,48496.0,40786.0,8.0,0.0,99109.0,111371.02272727276,1.0,80630832.5269461,59955862.39520958,42666712.622754484,5977.0,55456.0,27854.0,134941971.0,115668447.0,46462.0,89290.0
313,27/04/2021,Andaman and Nicobar Islands,100571.0,3500.0,34.0,90454.0,10117.0,49116.0,41330.0,8.0,0.0,100571.0,106916.18181818182,1.0,79287846.251497,58957716.68862276,41956189.47904192,8547.0,53714.0,28190.0,134941971.0,115668447.0,46462.0,90454.0
314,28/04/2021,Andaman and Nicobar Islands,101770.0,3100.0,31.0,91394.0,10376.0,49622.0,41764.0,8.0,0.0,101770.0,102461.34090909094,1.0,77944859.9760479,57959570.98203592,41245666.33532934,8579.0,54314.0,28497.0,134941971.0,115668447.0,46462.0,91394.0
315,29/04/2021,Andaman and Nicobar Islands,102998.0,3200.0,32.0,92417.0,10581.0,50235.0,42174.0,8.0,0.0,102998.0,98006.5,1.0,76601873.7005988,56961425.2754491,40535143.19161677,8621.0,55029.0,28766.0,134941971.0,115668447.0,46462.0,92417.0
316,30/04/2021,Andaman and Nicobar Islands,104374.0,3200.0,31.0,93493.0,10881.0,50804.0,42681.0,8.0,0.0,104374.0,93551.65909090912,1.0,75258887.42514971,55963279.568862274,39824620.04790419,8674.0,55730.0,29087.0,134941971.0,115668447.0,46462.0,93493.0
317,01/05/2021,Andaman and Nicobar Islands,105090.0,3300.0,33.0,94002.0,11088.0,51106.0,42888.0,8.0,0.0,105090.0,89096.81818181818,1.0,73915901.14970058,54965133.86227545,39114096.90419161,8713.0,56069.0,29218.0,134941971.0,115668447.0,46462.0,94002.0
